City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Barajevo,RS,44.5789,20.4158,43.21,61,22,13.42,few clouds
346,Yarmouth,US,41.7057,-70.2286,22.08,80,29,15.64,scattered clouds
347,Merauke,ID,-8.4667,140.3333,77.68,84,100,3.65,overcast clouds
348,Hami,CN,42.8,93.45,24.17,39,100,1.97,overcast clouds
349,Mocuba,MZ,-16.8392,36.9856,72.39,97,16,3.96,few clouds
350,Pescara,IT,42.3333,13.95,48.45,63,4,1.88,clear sky
351,Sunbury,AU,-37.5833,144.7333,68.56,93,100,1.99,overcast clouds
352,Stromness,GB,58.965,-3.296,39.45,97,100,29.01,heavy intensity rain
353,Clinton,US,42.587,-82.9199,25.79,65,75,1.01,broken clouds
354,Kailua,US,21.4022,-157.7394,73.74,73,75,4.61,broken clouds
355,Katangli,RU,51.7102,143.2326,-5.17,90,86,10.45,overcast clouds
356,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,12.79,92,0,8.95,clear sky
357,Piney Green,US,34.716,-77.3202,42.19,23,0,9.22,clear sky
358,La Rioja,ES,42.25,-2.5,51.58,54,0,4.61,clear sky
359,Sistranda,NO,63.7256,8.834,35.91,58,100,10.27,overcast clouds
360,Dharmadam,IN,11.7833,75.4333,76.82,77,24,4.21,few clouds
361,Kulgam,IN,33.65,75.0167,34.32,67,93,3.33,overcast clouds
362,Hobyo,SO,5.3505,48.5268,77.47,74,94,16.93,overcast clouds
363,Pokhara,NP,28.2333,83.9833,50.63,79,90,0.56,overcast clouds
364,Alta Floresta,BR,-9.8756,-56.0861,80.42,78,100,9.22,light rain
365,Milyutinskaya,RU,48.6279,41.6679,30.76,94,79,15.52,light snow
366,Shimoda,JP,34.6667,138.95,39.11,64,99,12.26,overcast clouds
367,Trairi,BR,-3.2778,-39.2689,78.3,85,100,7.16,overcast clouds
368,Bajil,YE,15.0584,43.2851,78.62,65,28,6.85,scattered clouds
369,Chipata,ZM,-13.6333,32.65,63.27,99,60,3.87,light rain
370,Kinsale,IE,51.7075,-8.5306,49.37,93,75,18.41,broken clouds
371,Sheregesh,RU,52.9209,87.9869,-0.74,97,14,3.09,few clouds
372,Sumbe,AO,-11.2061,13.8437,78.44,84,95,7.9,overcast clouds
373,Nuuk,GL,64.1835,-51.7216,14.61,79,100,9.22,light shower snow
374,Saint-Augustin,CA,51.226,-58.6502,28.92,95,99,24.45,light snow
375,Rawson,AR,-43.3002,-65.1023,57.78,54,96,25.55,light rain
376,Redange,LU,49.7656,5.8908,40.44,79,9,2.35,clear sky
377,Komsomolskiy,UZ,40.4272,71.7189,33.22,86,100,4.61,mist
378,Pandan Niog,PH,6.2282,120.5631,81.28,76,31,8.12,scattered clouds
379,Santiago,CL,-33.4569,-70.6483,83.28,44,0,4.61,clear sky
380,Jijiga,ET,9.35,42.8,61.84,46,46,9.78,scattered clouds
381,Leh,IN,34.1667,77.5833,10.15,84,100,1.72,overcast clouds
382,Dongsheng,CN,39.8161,109.9776,9.37,45,4,18.86,clear sky
383,Strenci,LV,57.6257,25.6854,33.42,99,100,1.05,light snow
384,Virginia Beach,US,36.8529,-75.978,34.09,42,0,9.22,clear sky
385,Vostok,RU,46.4856,135.8833,-21.5,99,71,3.8,broken clouds
386,Lhokseumawe,ID,5.1801,97.1507,77.07,83,45,4.32,scattered clouds
387,Ilulissat,GL,69.2167,-51.1,8.62,66,75,17.27,light shower snow
388,Caraquet,CA,47.7941,-64.9386,14.58,86,87,21.7,overcast clouds
389,Svetlyy,RU,54.675,20.1347,37.45,76,100,31.12,overcast clouds
390,Pandan,PH,14.0453,124.1694,77.0,88,30,9.04,light rain
391,Brae,GB,60.3964,-1.353,40.91,73,100,17.69,overcast clouds
392,Labuhan,ID,-6.8844,112.2051,77.83,88,100,5.59,light rain
393,Brunswick,US,41.2381,-81.8418,25.45,71,100,3.0,overcast clouds
394,Aban,RU,56.67,96.06,-7.62,99,96,1.5,overcast clouds
395,Nemuro,JP,43.3236,145.575,16.38,67,28,14.92,scattered clouds
396,Smithers,CA,54.7804,-127.1743,26.92,100,100,3.44,light snow
397,Lithakia,GR,37.7167,20.8333,48.58,71,0,4.61,clear sky
398,Rudnogorsk,RU,57.2639,103.7519,-3.73,100,100,1.45,overcast clouds
399,Ulagan,RU,50.6321,87.9563,-8.19,85,81,2.01,broken clouds
400,Botngard,NO,63.7653,9.8111,35.78,86,75,3.44,light snow
401,Yenagoa,NG,4.9247,6.2642,82.56,35,100,8.57,overcast clouds
402,Astanajapura,ID,-6.8017,108.6311,78.51,87,100,3.6,light rain
403,Rabo De Peixe,PT,37.8,-25.5833,60.28,92,40,12.66,scattered clouds
404,Rio Grande,BR,-32.035,-52.0986,82.51,53,19,16.33,few clouds
405,Usinsk,RU,65.9939,57.5281,1.87,99,99,6.78,overcast clouds
406,Kenai,US,60.5544,-151.2583,19.45,93,100,4.61,overcast clouds
407,Turochak,RU,52.2576,87.1224,-3.08,100,30,2.84,scattered clouds
408,Acapulco,MX,16.8634,-99.8901,85.82,54,0,4.61,clear sky
409,Matagami,CA,49.7502,-77.6328,-2.09,78,20,12.66,haze
410,Mukhen,RU,48.1,136.1,-18.35,98,66,2.98,broken clouds
411,Villa Carlos Paz,AR,-31.4241,-64.4978,88.05,10,0,4.0,clear sky
412,Sabang,ID,5.8933,95.3214,81.81,72,29,6.98,scattered clouds
413,Kantunilkin,MX,21.0917,-87.45,73.24,51,48,5.3,scattered clouds
414,Mouila,GA,-1.8685,11.0559,75.11,93,100,3.04,moderate rain
415,Biak,ID,-0.9131,122.8766,76.32,80,88,5.59,overcast clouds
416,Tongren,CN,27.7172,109.1853,36.25,99,100,3.29,moderate rain
417,Sur,OM,22.5667,59.5289,72.28,67,2,1.3,clear sky
418,Mogadouro,PT,41.3403,-6.7119,43.14,50,1,1.39,clear sky
419,General Higinio Morinigo,PY,-25.95,-55.9167,93.61,28,37,3.04,scattered clouds
420,Severnoye,RU,56.3491,78.3619,7.65,97,71,8.23,broken clouds
421,Itarema,BR,-2.9248,-39.9167,77.05,86,100,10.18,overcast clouds
422,Waitakere,NZ,-36.9175,174.6577,66.61,88,75,1.01,broken clouds
423,Tungor,RU,53.3808,142.9564,6.71,92,99,21.47,overcast clouds
424,Humaita,BR,-7.5061,-63.0208,75.11,94,100,2.57,overcast clouds
425,Cabo San Lucas,MX,22.8909,-109.9124,74.52,70,20,3.0,few clouds
426,Ponta Delgada,PT,37.7333,-25.6667,61.5,77,40,12.66,scattered clouds
427,Kachiry,KZ,53.0675,76.1036,17.29,94,92,8.05,overcast clouds
428,Menongue,AO,-14.6585,17.691,63.84,76,100,9.28,overcast clouds
429,Northam,GB,51.0333,-4.2167,47.82,92,70,17.58,broken clouds
430,Merke,KZ,42.8728,73.1786,30.6,64,16,3.2,few clouds
431,Yerbogachen,RU,61.2767,108.0108,-9.42,100,98,2.84,overcast clouds
432,Erenhot,CN,43.6475,111.9767,6.39,89,100,16.44,overcast clouds
433,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,48,20,4.61,haze
434,Vila Velha,BR,-20.3297,-40.2925,87.75,62,40,13.8,thunderstorm
435,Kampot,KH,10.6167,104.1833,75.25,84,9,3.91,clear sky
436,Groton,US,41.3501,-72.0784,23.92,34,0,1.01,clear sky
437,Joensuu,FI,62.6012,29.7632,22.26,91,100,6.91,light snow
438,Dzhebariki-Khaya,RU,62.2167,135.8,-37.79,100,68,1.36,broken clouds
439,Khasan,RU,42.4308,130.6434,19.35,52,0,17.11,clear sky
440,Sinnamary,GF,5.3833,-52.95,80.6,75,58,10.04,broken clouds
441,Vestmannaeyjar,IS,63.4427,-20.2734,29.39,64,40,34.52,scattered clouds
442,Turukhansk,RU,65.8167,87.9833,0.99,95,100,8.63,overcast clouds
443,Lapeer,US,43.0514,-83.3188,25.02,63,100,0.0,overcast clouds
444,Khategaon,IN,22.6,76.9167,62.85,29,0,2.98,clear sky
445,Taree,AU,-31.9,152.4667,70.57,100,89,1.14,overcast clouds
446,San Julian,MX,21.0167,-102.1667,68.86,23,0,6.11,clear sky
447,Maceio,BR,-9.6658,-35.7353,89.04,62,40,16.11,scattered clouds
448,Wodonga,AU,-36.1167,146.8833,68.95,100,4,0.0,clear sky
449,Bilibino,RU,68.0546,166.4372,-8.66,92,100,5.01,overcast clouds
450,Russell,US,32.3502,-85.1999,57.11,35,0,9.22,clear sky
451,Mastic Beach,US,40.7668,-72.8521,25.5,53,0,1.99,clear sky
452,Areosa,PT,41.7178,-8.8571,61.86,64,1,8.28,clear sky
453,Imeni Poliny Osipenko,RU,52.4201,136.4853,-4.47,99,100,4.07,overcast clouds
454,Morondava,MG,-20.2833,44.2833,83.39,73,7,16.51,clear sky
455,Vila Franca Do Campo,PT,37.7167,-25.4333,61.2,79,80,14.54,broken clouds
456,Brownsville,US,25.9018,-97.4975,71.55,65,75,5.99,broken clouds
457,Tezu,IN,27.9167,96.1667,53.26,53,61,3.8,broken clouds
458,Kapuskasing,CA,49.4169,-82.4331,-0.31,71,75,10.36,broken clouds
459,Sabla,NG,12.7525,4.7077,78.22,11,62,11.12,broken clouds
460,Amahai,ID,-3.3333,128.9167,78.98,82,100,8.46,light rain
461,Esil,KZ,51.9556,66.4042,12.87,94,100,11.92,overcast clouds
462,Mount Gambier,AU,-37.8333,140.7667,62.51,94,100,6.91,overcast clouds
463,Garango,BF,11.8,-0.5506,84.58,7,26,10.51,scattered clouds
464,Geoagiu,RO,45.9167,23.2,36.05,87,96,11.83,overcast clouds
465,Spiridonovka,RU,53.0925,50.6462,25.81,96,100,10.33,overcast clouds
466,Coldstream,GB,55.6511,-2.2529,42.78,88,100,24.09,light rain
467,Znamenskoye,RU,57.1281,73.8282,7.05,96,100,6.67,overcast clouds
468,Taltal,CL,-25.4,-70.4833,68.23,70,25,6.8,scattered clouds
469,Ceres,US,37.5949,-120.9577,54.25,87,0,4.61,clear sky
470,Ostrovnoy,RU,68.0531,39.5131,2.64,97,91,8.1,overcast clouds
471,Gao,ML,16.6362,1.637,76.6,12,4,11.99,clear sky
472,Dakar,SN,14.6937,-17.4441,74.28,73,0,18.41,clear sky
473,Butembo,CD,0.15,29.2833,66.83,55,99,2.77,overcast clouds
474,Tual,ID,-5.6667,132.75,83.66,75,100,17.67,overcast clouds
475,Wamba,NG,8.9333,8.6,79.52,11,81,6.26,broken clouds
476,Orsta,NO,62.2029,6.1272,33.98,86,75,1.14,broken clouds
477,Nevelsk,RU,46.6733,141.8633,-23.37,74,100,13.2,light snow
478,Tsumeb,NA,-19.2333,17.7167,72.95,81,98,5.21,moderate rain
479,Panguna,PG,-6.3164,155.4848,68.95,97,100,2.01,light rain
480,Riverton,US,40.5219,-111.9391,40.44,60,0,4.0,clear sky
481,Moron,AR,-34.6534,-58.6198,88.02,48,0,3.0,clear sky
482,College,US,64.8569,-147.8028,-29.0,66,20,0.0,light snow
483,Kirkuk,IQ,35.4681,44.3922,45.95,65,24,2.8,few clouds
484,Funtua,NG,11.5233,7.3081,68.85,13,68,9.98,broken clouds
485,Jermuk,AM,39.8417,45.6723,9.95,96,98,2.28,overcast clouds
486,Mopti,ML,14.6667,-4.0,86.97,8,26,11.95,scattered clouds
487,Pavlivka,UA,49.4414,28.4596,32.65,90,85,15.43,overcast clouds
488,Liepaja,LV,56.5419,21.0367,33.85,93,75,21.85,broken clouds
489,Batagay,RU,67.6333,134.6333,-34.06,99,41,2.57,scattered clouds
490,Yarada,IN,17.65,83.2667,70.12,83,20,2.3,mist
491,Constantine,DZ,36.365,6.6147,47.61,49,0,5.75,clear sky
492,Kuybyshevo,RU,47.8123,38.9073,35.01,88,100,15.46,overcast clouds
493,Champerico,GT,14.3,-91.9167,91.35,60,5,7.54,clear sky
494,Sapozhok,RU,53.9419,40.6806,25.97,94,100,15.17,snow
495,Tocopilla,CL,-22.092,-70.1979,71.01,65,2,7.11,clear sky
496,Autazes,BR,-3.5797,-59.1306,77.27,86,99,4.34,light rain
497,Namatanai,PG,-3.6667,152.4333,78.55,82,92,3.02,light rain
498,Zuwarah,LY,32.9312,12.082,54.43,61,1,6.98,clear sky
499,Tigil,RU,57.8,158.6667,16.12,87,100,13.4,overcast clouds
500,Sokoni,TZ,-6.4333,39.55,80.6,78,96,12.82,overcast clouds
501,Ajdabiya,LY,30.7554,20.2263,56.17,61,98,19.77,overcast clouds
502,Independenta,RO,45.4833,27.75,39.0,59,42,8.1,scattered clouds
503,Westport,US,41.1415,-73.3579,25.92,45,0,1.99,clear sky
504,Korgen,NO,66.0771,13.8153,35.31,97,100,6.49,light snow
505,Ternate,ID,0.8,127.4,79.61,81,100,8.61,overcast clouds
506,Obo,CF,5.3998,26.4869,77.07,19,100,5.53,overcast clouds
507,Reporoa,NZ,-38.4333,176.35,59.41,94,23,1.12,few clouds
508,Bafq,IR,31.6128,55.4107,48.25,28,4,1.45,clear sky
509,Dalvik,IS,65.9702,-18.5286,28.33,78,93,20.0,overcast clouds
510,Bukan,IR,36.521,46.2089,13.5,92,15,6.76,few clouds
511,Wilkie,CA,52.4168,-108.7014,23.9,80,27,9.26,scattered clouds
512,Terrace,CA,54.5163,-128.6035,37.42,100,75,13.8,shower sleet
513,Atar,MR,20.5169,-13.0499,89.22,8,100,7.96,overcast clouds
514,Saldanha,ZA,-33.0117,17.9442,86.05,87,62,18.03,broken clouds
515,Faya,SA,18.3851,42.4509,55.92,80,10,5.5,clear sky
516,Dourbali,TD,11.8091,15.8632,72.57,13,37,11.05,scattered clouds
517,Grand Gaube,MU,-20.0064,57.6608,81.0,73,44,3.0,scattered clouds
518,Bud,US,39.447,-86.1758,37.47,58,31,11.45,scattered clouds
519,Saurimo,AO,-9.6608,20.3916,66.94,89,87,2.77,light rain
520,Dukat,RU,62.55,155.55,-13.32,99,85,6.35,overcast clouds
521,Palmer,US,42.1584,-72.3287,22.73,37,20,4.0,few clouds
522,Vangaindrano,MG,-23.35,47.6,74.08,81,1,4.85,clear sky
523,Palembang,ID,-2.9167,104.7458,78.89,94,20,3.44,few clouds
524,Sovetsk,RU,55.0839,21.8785,32.04,90,100,29.62,light snow
525,Cotonou,BJ,6.3654,2.4183,87.78,33,78,5.75,dust
526,Dingle,PH,10.9995,122.6711,75.42,92,78,2.51,broken clouds
527,Wewak,PG,-3.5534,143.6268,76.28,91,100,12.37,overcast clouds
528,Bathsheba,BB,13.2167,-59.5167,84.81,61,20,19.57,few clouds
529,Saint-Joseph,RE,-21.3667,55.6167,79.18,78,49,12.08,scattered clouds
530,Borogontsy,RU,62.6683,131.1683,-35.97,100,84,1.05,broken clouds
531,Moranbah,AU,-22.0016,148.0466,72.23,92,52,8.5,broken clouds
532,Camacha,PT,33.0833,-16.3333,64.53,82,40,16.11,scattered clouds
533,Verkh-Usugli,RU,52.7,115.1667,-15.79,97,8,3.09,clear sky
534,Christchurch,NZ,-43.5333,172.6333,63.0,84,58,1.01,broken clouds
535,Olinda,BR,-8.0089,-34.8553,85.73,70,40,11.5,scattered clouds
536,Shenkursk,RU,62.1091,42.896,3.15,98,79,4.0,broken clouds
537,Namibe,AO,-15.1961,12.1522,73.35,73,98,8.14,overcast clouds
538,Capaci,IT,38.1711,13.2393,56.8,68,0,14.97,clear sky
539,Zhigansk,RU,66.7697,123.3711,-33.05,100,97,2.42,overcast clouds
540,Tutoia,BR,-2.7619,-42.2744,89.58,64,99,11.16,overcast clouds
541,Southbridge,US,42.0751,-72.0334,21.56,35,15,1.01,few clouds
542,Osa,RU,57.2829,55.4567,6.71,98,99,3.09,overcast clouds
543,Kuytun,RU,54.3419,101.5036,-6.2,98,100,3.02,overcast clouds
544,Shawnee,US,39.05,-95.7669,44.33,54,0,1.99,clear sky
545,Ulefoss,NO,59.2838,9.2646,35.19,82,63,3.83,broken clouds
546,Ust-Ilimsk,RU,58.0006,102.6619,-1.79,100,99,2.57,overcast clouds
547,Manaus,BR,-3.1019,-60.025,82.9,83,75,6.91,broken clouds
548,Puquio,PE,-14.7,-74.1333,55.08,67,96,11.7,overcast clouds
549,Pizhanka,RU,57.4604,48.542,13.15,96,95,7.25,overcast clouds
550,Maldonado,UY,-34.6667,-54.9167,84.22,42,2,11.01,clear sky
551,Oistins,BB,13.0667,-59.5333,84.29,61,20,19.57,few clouds
552,Mareeba,AU,-17.0,145.4333,72.45,93,72,1.88,broken clouds
553,Booue,GA,-0.0921,11.9385,81.41,61,100,2.98,overcast clouds
554,Chapleau,CA,47.8405,-83.4034,5.09,72,75,6.91,broken clouds
555,Nadym,RU,65.5333,72.5167,-7.19,96,76,8.34,broken clouds
556,Pereslavl-Zalesskiy,RU,56.7393,38.8563,21.56,92,100,11.32,light snow
557,Half Moon Bay,US,37.4636,-122.4286,58.87,85,75,1.01,mist
558,Kumluca,TR,36.3703,30.2869,48.67,91,99,2.28,overcast clouds
559,Bama,NG,11.5221,13.6856,69.31,20,5,9.17,clear sky
560,Talaya,RU,61.3833,152.75,-17.03,99,100,5.12,overcast clouds
561,Husavik,IS,66.0449,-17.3389,28.31,70,74,27.49,broken clouds
562,Narrabri,AU,-30.3167,149.7833,71.53,78,38,5.93,scattered clouds
563,Marystown,CA,47.1666,-55.1483,35.91,76,100,33.51,overcast clouds
564,Sibolga,ID,1.7427,98.7792,76.48,90,98,2.51,overcast clouds
565,Sidi Ali,DZ,36.0998,0.4206,53.92,44,0,7.11,clear sky
566,Hualmay,PE,-11.0964,-77.6139,75.4,71,100,10.71,overcast clouds
567,Gedo,ET,9.0167,37.45,59.43,34,59,2.73,broken clouds
568,Abu Dhabi,AE,24.4667,54.3667,68.11,70,0,1.01,clear sky
569,Ayan,RU,56.45,138.1667,1.04,69,100,17.52,overcast clouds
570,Vega De Alatorre,MX,20.0333,-96.6333,69.08,68,17,8.21,few clouds
571,Watertown,US,42.3709,-71.1828,23.05,54,0,8.01,snow
572,Sept-Iles,CA,50.2001,-66.3821,9.05,64,75,11.99,broken clouds
573,Bambanglipuro,ID,-7.95,110.2833,63.61,89,100,4.03,overcast clouds
574,Aykhal,RU,66.0,111.5,-21.89,100,59,3.15,broken clouds
575,Goundam,ML,16.4145,-3.6708,84.79,9,73,11.65,broken clouds
576,Charleston,US,32.7766,-79.9309,50.11,31,0,5.01,clear sky
577,Capao Da Canoa,BR,-29.7456,-50.0097,75.85,62,22,16.93,few clouds
578,Turayf,SA,31.6725,38.6637,48.45,43,0,13.8,clear sky
579,Catanduva,BR,-21.1378,-48.9728,84.49,89,99,6.51,overcast clouds
580,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,77,75,20.85,broken clouds
581,Baoqing,CN,46.3317,132.2111,-8.68,96,30,3.76,scattered clouds
582,Great Bend,US,38.3645,-98.7648,49.84,44,0,1.01,clear sky
583,Mandera,KE,3.9366,41.867,86.02,21,97,9.84,overcast clouds
584,Khilok,RU,51.3674,110.4676,-15.47,98,76,2.93,broken clouds
585,Koutsouras,GR,35.0339,25.9469,53.11,78,28,5.21,scattered clouds
586,Kemijarvi,FI,66.7131,27.4306,-0.98,99,96,3.18,overcast clouds
587,Salalah,OM,17.0151,54.0924,75.29,69,0,3.44,clear sky
588,Puerto Suarez,BO,-18.95,-57.8,88.36,66,75,6.91,broken clouds
589,Port Hueneme,US,34.1478,-119.1951,69.78,25,0,6.91,clear sky
590,Port Macquarie,AU,-31.4333,152.9167,69.89,100,40,4.61,scattered clouds
591,Sulangan,PH,11.1373,123.7228,81.52,75,51,3.76,broken clouds
592,Andros,GR,37.8333,24.9333,52.36,71,90,8.84,overcast clouds
593,Tiruchchirappalli,IN,10.8167,78.6833,77.11,83,40,3.44,mist
594,Nyurba,RU,63.2842,118.3319,-19.53,99,59,4.43,broken clouds
595,Zhezkazgan,KZ,47.8043,67.7144,18.12,96,100,6.82,overcast clouds
596,Embonas,GR,36.2269,27.8564,49.84,77,67,3.62,broken clouds
597,Vao,NC,-22.6667,167.4833,79.18,87,99,10.36,overcast clouds
598,Tubuala,PA,9.5167,-79.0333,89.71,63,61,13.91,broken clouds
599,Inta,RU,66.0317,60.1659,0.88,91,100,5.06,overcast clouds
600,Glotovka,RU,53.9491,46.7042,24.44,86,85,7.38,overcast clouds
601,Bria,CF,6.5423,21.9863,79.79,18,47,3.74,scattered clouds
602,Sao Joao Da Barra,BR,-21.6403,-41.0511,91.49,73,61,8.5,broken clouds
603,Zheleznodorozhnyy,RU,55.7503,38.0042,26.82,95,100,11.72,snow
604,Anadyr,RU,64.75,177.4833,-17.9,75,75,1.99,fog
605,Severomuysk,RU,56.1481,113.4267,-22.11,97,62,3.27,broken clouds
606,Miyako,JP,39.6367,141.9525,24.17,59,90,6.22,overcast clouds
607,Hailun,CN,47.45,126.9333,-18.67,100,26,4.52,scattered clouds
608,Mayo,US,38.8876,-76.5119,31.05,44,100,4.0,overcast clouds
609,Olafsvik,IS,64.8945,-23.7142,28.67,59,100,38.23,light snow
610,Trinidad,BO,-14.8333,-64.9,85.98,70,75,5.75,broken clouds
611,Berlevag,NO,70.8578,29.0864,32.0,78,97,21.39,light snow
612,Ruston,US,32.5232,-92.6379,62.85,34,0,10.16,clear sky
613,Amarkantak,IN,22.6667,81.75,52.59,27,1,3.36,clear sky
614,Fairhope,US,30.523,-87.9033,62.76,44,0,5.99,clear sky
615,Conakry,GN,9.538,-13.6773,86.36,74,73,16.11,haze
616,Kloulklubed,PW,7.0419,134.2556,77.5,68,98,9.73,overcast clouds
617,Tarakan,ID,3.3,117.6333,78.94,80,87,2.73,overcast clouds
618,Te Anau,NZ,-45.4167,167.7167,53.47,95,16,0.83,few clouds
619,Le Vauclin,MQ,14.5452,-60.8388,84.25,58,40,18.41,scattered clouds
620,Vryburg,ZA,-26.9566,24.7284,67.5,79,99,9.17,light rain
621,Obigarm,TJ,38.7173,69.7088,27.79,81,100,3.78,overcast clouds
622,Corn Island,NI,12.1694,-83.0418,80.11,67,28,15.41,scattered clouds
623,Bintulu,MY,3.1667,113.0333,75.61,100,40,1.99,scattered clouds
624,Roald,NO,62.5833,6.1333,34.32,86,75,4.61,broken clouds
625,Bonthe,SL,7.5264,-12.505,82.92,64,24,12.55,few clouds
626,Palasa,IN,18.7667,84.4167,64.89,78,0,3.44,clear sky
627,Lixourion,GR,38.2019,20.4314,48.06,62,51,12.21,broken clouds
628,Nantucket,US,41.2835,-70.0995,23.09,59,0,18.41,clear sky
629,Marsh Harbour,BS,26.5412,-77.0636,62.42,59,99,12.03,overcast clouds
630,Gobabis,NA,-22.45,18.9667,68.65,80,96,15.88,overcast clouds
631,Huarmey,PE,-10.0681,-78.1522,73.65,77,100,8.39,overcast clouds
632,Wanaka,NZ,-44.7,169.15,56.1,82,8,1.99,clear sky
633,Warangal,IN,18.0,79.5833,65.68,26,2,0.67,clear sky
634,Shahr-E Kord,IR,32.3256,50.8644,29.97,31,0,6.91,clear sky
635,Costinesti,RO,43.95,28.6333,42.01,73,100,11.95,overcast clouds
636,Nelson Bay,AU,-32.7167,152.15,73.0,95,42,1.57,scattered clouds
637,Allen,US,41.0706,-85.0144,29.17,67,0,5.01,clear sky
638,Rocha,UY,-34.4833,-54.3333,82.81,42,6,9.57,clear sky
639,Cocobeach,GA,1.0002,9.5823,84.13,77,100,7.81,overcast clouds
640,Mandalgovi,MN,45.7625,106.2708,-0.99,80,7,12.08,clear sky
641,Sulphur Springs,US,33.1385,-95.6011,60.91,20,0,4.61,clear sky
642,Illescas,ES,40.1221,-3.847,56.59,31,0,1.07,clear sky
643,Capreol,CA,46.706,-80.9225,18.55,69,20,1.01,few clouds
644,Yaan,NG,7.3833,8.5667,86.14,11,84,7.29,broken clouds
645,Koumac,NC,-20.5667,164.2833,77.86,84,92,3.91,overcast clouds
646,Chabahar,IR,25.2919,60.643,71.92,77,0,14.16,clear sky
647,Bosaso,SO,11.2842,49.1816,75.34,67,44,5.57,scattered clouds
648,Ancud,CL,-41.8697,-73.8203,65.43,56,39,11.43,scattered clouds
649,Sanguem,IN,15.2333,74.1667,78.28,62,9,3.06,clear sky
650,Tura,IN,25.5198,90.2201,52.97,57,7,3.36,clear sky
651,Awbari,LY,26.5921,12.7805,50.68,40,0,7.74,clear sky
652,Opotiki,NZ,-38.0833,177.2833,60.39,88,12,4.16,few clouds
653,Paro,BT,27.4305,89.4133,37.31,90,99,1.12,overcast clouds
654,Camabatela,AO,-8.1881,15.375,63.81,97,100,3.02,light rain
655,Port Pirie,AU,-33.1833,138.0167,73.49,45,26,3.02,scattered clouds
656,Takaka,NZ,-40.85,172.8,61.56,73,1,3.96,clear sky
657,Deputatskiy,RU,69.3,139.9,-24.84,100,45,2.64,scattered clouds
658,Samsun,TR,41.25,36.3333,45.36,49,75,8.05,broken clouds
659,Boda,CF,4.3189,17.4695,80.85,18,97,4.47,overcast clouds
660,Pedernales,DO,18.0384,-71.744,79.68,70,6,8.7,clear sky
661,Manaure,CO,11.7751,-72.4445,82.51,64,9,14.9,clear sky
662,Griffith,US,41.5284,-87.4237,31.03,68,0,1.01,clear sky
663,Semnan,IR,35.5729,53.3971,37.24,32,0,2.3,clear sky
664,Karratha,AU,-20.7377,116.8463,83.5,60,49,22.24,scattered clouds
665,Amga,RU,60.8953,131.9608,-27.78,100,100,1.61,overcast clouds
666,Mangaratiba,BR,-22.9597,-44.0406,85.33,85,97,4.56,overcast clouds
667,Jian,CN,27.1172,114.9793,40.78,76,89,3.6,overcast clouds
668,Belyy Yar,RU,53.6039,91.3903,-19.14,80,100,0.0,fog
669,Saint-Georges,GD,12.0564,-61.7485,85.68,66,40,23.02,scattered clouds
670,Klaksvik,FO,62.2266,-6.589,34.72,82,100,15.93,overcast clouds
671,Ambilobe,MG,-13.2,49.05,75.69,93,73,2.19,light rain
672,Veinticinco De Mayo,AR,-35.4323,-60.1727,86.05,46,13,8.01,few clouds
673,Weatherford,US,32.7593,-97.7972,66.29,28,3,1.01,clear sky
674,Elko,US,41.0002,-115.5012,27.05,74,2,1.99,clear sky
675,Davidson,US,36.1501,-86.7833,52.12,39,0,5.99,clear sky
676,Khani,GE,41.9563,42.9566,31.57,87,98,4.29,overcast clouds
677,Caraballeda,VE,10.6112,-66.8522,90.37,35,75,5.75,broken clouds
678,Roebourne,AU,-20.7833,117.1333,86.0,53,47,20.27,scattered clouds
679,Niquelandia,BR,-14.4739,-48.4597,77.29,80,99,7.67,overcast clouds
680,Rosarito,MX,32.3333,-117.0333,66.31,37,0,3.29,clear sky
681,San Policarpo,PH,12.1791,125.5072,77.77,84,23,1.43,few clouds
682,Quatre Cocos,MU,-20.2078,57.7625,80.71,84,55,17.96,broken clouds
683,Yinchuan,CN,38.4681,106.2731,17.92,28,0,6.96,clear sky
684,Nauta,PE,-4.5061,-73.5757,89.31,45,100,3.31,overcast clouds
685,Port Keats,AU,-14.25,129.55,80.85,80,58,21.09,broken clouds
686,Catalina,US,32.5056,-110.9211,62.1,27,64,1.99,broken clouds
687,Matay,EG,28.419,30.7792,54.9,41,5,7.07,clear sky
688,Kashan,IR,33.9831,51.4364,42.39,36,0,4.61,clear sky
689,Sakaiminato,JP,35.55,133.2333,35.58,100,75,3.44,broken clouds
690,Kifri,IQ,34.6959,44.9661,48.24,60,10,2.1,clear sky
691,Ekpoma,NG,6.7421,6.139,81.93,16,100,3.36,overcast clouds
692,Komsomolskoye,RU,55.2567,47.5461,3.83,100,92,4.27,overcast clouds
693,Jonkoping,SE,57.7814,14.1562,36.9,60,20,14.97,few clouds
694,Wurzburg,DE,49.7878,9.9361,41.23,79,17,7.49,few clouds
695,Flinders,AU,-34.5833,150.8552,71.38,83,73,3.62,broken clouds
696,Kyra,RU,49.5776,111.9753,-10.48,94,8,5.12,clear sky
697,Denia,ES,38.8408,0.1057,59.86,48,0,9.71,clear sky
